MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
Hydrops Fetalis,Rhabdomyoma,10,23.41000252522607
Cyanosis,Rhabdomyoma,4,6.973638350095465
Seizures,Rhabdomyoma,3,2.5355007765642417
Voice Disorders,Rhabdomyoma,3,4.99573444402359
Edema,Rhabdomyoma,2,1.191756188205764
Heart Murmurs,Rhabdomyoma,2,4.726834262874297
"Edema, Cardiac",Rhabdomyoma,1,3.5190396748220376
"Hearing Loss, Sensorineural",Rhabdomyoma,1,1.2148558604642947
Respiratory Sounds,Rhabdomyoma,1,1.6392693282712694
Hemoptysis,Rhabdomyoma,1,1.6970743635369168
Syncope,Rhabdomyoma,1,1.4908914275297522
Hemiplegia,Rhabdomyoma,1,1.2946323628920158
Spasm,Rhabdomyoma,1,1.3672774715625755
Mental Retardation,Rhabdomyoma,1,0.9054466840727144
Muscle Hypotonia,Glycogen Storage Disease Type IV,4,6.626044538823102
Hydrops Fetalis,Glycogen Storage Disease Type IV,4,9.364001010090425
Paralysis,Glycogen Storage Disease Type IV,1,0.4844713774828484
Fetal Macrosomia,Glycogen Storage Disease Type IV,1,3.3367181180280827
Birth Weight,Glycogen Storage Disease Type IV,1,1.4071309430046999
Vision Disorders,Vitreous Detachment,14,9.288852046150726
Blindness,Vitreous Detachment,2,2.1962767100198994
Hallucinations,Vitreous Detachment,1,1.7232881843244452
"Hearing Loss, Sensorineural",Vitreous Detachment,1,1.2148558604642947
Pseudophakia,Vitreous Detachment,1,3.7522335619897484
Scotoma,Vitreous Detachment,1,2.3812066730006465
Memory Disorders,Diffuse Neurofibrillary Tangles with Calcification,1,1.4679976076638996
Fever,"Leprosy, Multibacillary",1,0.6189376322832968
Paresthesia,"Leprosy, Multibacillary",1,1.358018146149779
Tics,Obsessive-Compulsive Disorder,50,186.11902994200335
Memory Disorders,Obsessive-Compulsive Disorder,43,63.12389712954769
Chorea,Obsessive-Compulsive Disorder,33,65.76845125379062
Bulimia,Obsessive-Compulsive Disorder,32,88.44342730696448
Hallucinations,Obsessive-Compulsive Disorder,25,43.082204608111134
Mental Retardation,Obsessive-Compulsive Disorder,23,20.825273733672432
Psychophysiologic Disorders,Obsessive-Compulsive Disorder,22,32.61512395137652
Body Weight,Obsessive-Compulsive Disorder,16,5.487805554316241
Dystonia,Obsessive-Compulsive Disorder,12,18.43330840227655
Perceptual Disorders,Obsessive-Compulsive Disorder,11,15.246631028355887
"Akathisia, Drug-Induced",Obsessive-Compulsive Disorder,11,34.22002594223829
Weight Gain,Obsessive-Compulsive Disorder,9,13.380207666084472
Seizures,Obsessive-Compulsive Disorder,9,7.6065023296927246
Sleep Disorders,Obsessive-Compulsive Disorder,9,13.436990188823852
Obesity,Obsessive-Compulsive Disorder,8,6.660429213085345
Hyperkinesis,Obsessive-Compulsive Disorder,8,18.728002020180853
Headache,"Brain Hemorrhage, Traumatic",2,1.7691285094237812
Gait Ataxia,"Brain Hemorrhage, Traumatic",1,2.8021759676447764
Olfaction Disorders,"Brain Hemorrhage, Traumatic",1,2.2882302165425417
Confusion,"Brain Hemorrhage, Traumatic",1,1.5089482112769952
Paresis,"Brain Hemorrhage, Traumatic",1,1.2877357838329555
Neck Pain,"Brain Hemorrhage, Traumatic",1,1.9587920065787088
"Dyslexia, Acquired","Brain Hemorrhage, Traumatic",1,3.5190396748220376
Muscle Spasticity,"Brain Hemorrhage, Traumatic",1,1.7272802055939829
Torticollis,"Brain Hemorrhage, Traumatic",1,2.154990922649467
Ataxia,"Brain Hemorrhage, Traumatic",1,1.2196597127769402
Muscle Weakness,"Brain Hemorrhage, Traumatic",1,0.992991081702862
Vocal Cord Paralysis,"Brain Hemorrhage, Traumatic",1,1.9877795434519607
Cerebellar Ataxia,"Brain Hemorrhage, Traumatic",1,1.7087856229578182
"Purpura, Schoenlein-Henoch",Vasculitis,132,263.76430353827936
Purpura,Vasculitis,80,85.0574884743307
Edema,Vasculitis,35,20.85573329360087
Fever,Vasculitis,32,19.806004233065494
Hemoptysis,Vasculitis,29,49.21515654257058
Pain,Vasculitis,25,8.234667715768502
Fever of Unknown Origin,Vasculitis,23,33.88256308343401
Abdominal Pain,Vasculitis,22,18.666640919242973
"Hearing Loss, Sensorineural",Vasculitis,20,24.29711720928589
Hemiplegia,Vasculitis,19,24.598014894948307
Obesity,Vasculitis,19,15.818519381077694
Proteinuria,Vasculitis,17,21.232622150070387
Headache,Vasculitis,15,13.26846382067836
Vision Disorders,Vasculitis,15,9.952341478018637
Arthralgia,Vasculitis,13,19.20490000424077
"Abdomen, Acute",Vasculitis,13,18.68880169623387
Headache,Facial Neuralgia,68,60.150369320408565
Pain,Facial Neuralgia,41,13.504855053860345
Facial Pain,Facial Neuralgia,31,61.14218636118351
Neuralgia,Facial Neuralgia,21,32.304596227708544
Toothache,Facial Neuralgia,20,54.61164628915535
Psychophysiologic Disorders,Facial Neuralgia,12,17.79006760984174
Facial Paralysis,Facial Neuralgia,12,16.285162939565495
Horner Syndrome,Facial Neuralgia,6,13.257758148228627
Neck Pain,Facial Neuralgia,6,11.75275203947225
Glossalgia,Facial Neuralgia,5,20.083100359190034
Eye Manifestations,Facial Neuralgia,4,6.031507895581983
"Pain, Intractable",Facial Neuralgia,4,7.971933485307952
Paralysis,Facial Neuralgia,4,1.9378855099313932
Back Pain,Facial Neuralgia,3,3.440785557538145
Vertigo,Facial Neuralgia,3,4.788755829562736
Dizziness,Facial Neuralgia,3,4.027414267234437
Pain,Dislocations,111,36.561924658012146
Torticollis,Dislocations,105,226.274046878194
Quadriplegia,Dislocations,68,93.10149752556755
Facial Pain,Dislocations,65,128.20135849925578
Paralysis,Dislocations,50,24.223568874142423
Paraplegia,Dislocations,35,44.71177492830183
Neck Pain,Dislocations,24,47.011008157889
Neurologic Manifestations,Dislocations,24,1.6785939162080252
Arthralgia,Dislocations,20,29.546000006524267
Edema,Dislocations,15,8.93817141154323
Paresthesia,Dislocations,14,19.012254046096906
Muscle Spasticity,Dislocations,13,22.45464267272177
Spasm,Dislocations,12,16.407329658750907
Mental Retardation,Dislocations,11,9.959913524799855
Hoarseness,Dislocations,10,22.161269226411978
Trismus,Dislocations,10,25.979604262160848
Mental Retardation,Syndactyly,37,33.501527310690435
Facial Paralysis,Syndactyly,6,8.142581469782748
Ophthalmoplegia,Syndactyly,4,5.31938907673233
"Hearing Loss, Conductive",Syndactyly,4,9.069680868114993
Vision Disorders,Syndactyly,3,1.9904682956037272
Body Weight,Syndactyly,3,1.028963541434295
Deafness,Syndactyly,3,3.685581489186784
Paraplegia,Syndactyly,3,3.8324378509972994
Speech Disorders,Syndactyly,3,3.4587496830720124
Learning Disorders,Syndactyly,2,3.4706247545824938
Muscle Spasticity,Syndactyly,2,3.4545604111879653
Muscle Hypotonia,Syndactyly,2,3.3130222694115505
Psychomotor Disorders,Syndactyly,2,2.6632819832742194
Hearing Loss,Syndactyly,1,0.8035505446228293
Paralysis,Syndactyly,1,0.4844713774828484
Quadriplegia,Syndactyly,1,1.3691396694936402
Fever,Wissler's Syndrome,1,0.6189376322832968
Skin Manifestations,Wissler's Syndrome,1,0.6123572181015575
"Abdomen, Acute",Wissler's Syndrome,1,1.4376001304795285
Hypergammaglobulinemia,Wissler's Syndrome,1,1.6791251637069355
Purpura,Wissler's Syndrome,1,1.0632186059291338
Spasm,Wissler's Syndrome,1,1.3672774715625755
Ophthalmoplegia,Wissler's Syndrome,1,1.3298472691830825
Body Weight,Carbon Tetrachloride Poisoning,48,16.46341666294872
Anoxia,Carbon Tetrachloride Poisoning,9,9.01789714536723
Proteinuria,Carbon Tetrachloride Poisoning,5,6.2448888676677585
Hypothermia,Carbon Tetrachloride Poisoning,3,5.836308646191458
Oliguria,Carbon Tetrachloride Poisoning,3,7.842036405679781
Edema,Carbon Tetrachloride Poisoning,3,1.7876342823086462
Jaundice,Carbon Tetrachloride Poisoning,2,2.9094235419045003
Hyperventilation,Carbon Tetrachloride Poisoning,2,4.210260293338346
Fatigue,Carbon Tetrachloride Poisoning,1,1.1380131555214292
Albuminuria,Carbon Tetrachloride Poisoning,1,2.0650866652283315
Vomiting,Carbon Tetrachloride Poisoning,1,0.8435126654253875
Paralysis,Carbon Tetrachloride Poisoning,1,0.4844713774828484
Coma,Carbon Tetrachloride Poisoning,1,1.312084812843242
Pain,Carbon Tetrachloride Poisoning,1,0.3293867086307401
Hematemesis,Carbon Tetrachloride Poisoning,1,2.0858617278032967
Hearing Disorders,Carbon Tetrachloride Poisoning,1,0.7350165749565932
Aphasia,Aphasia,4223,7646.424842773001
"Aphasia, Broca",Aphasia,525,1633.2285108795545
"Aphasia, Wernicke",Aphasia,401,1401.6245824300934
Anomia,Aphasia,290,991.8289208204687
Language Disorders,Aphasia,194,209.08091252813682
Apraxias,Aphasia,176,419.544236057037
Speech Disorders,Aphasia,146,168.32581790950462
Hemiplegia,Aphasia,134,173.48073662753018
"Dyslexia, Acquired",Aphasia,129,453.9561180520428
Agraphia,Aphasia,91,304.86284359078036
Agnosia,Aphasia,78,197.82456869351583
Dysarthria,Aphasia,60,121.59510707242538
Memory Disorders,Aphasia,54,79.27187081385057
Seizures,Aphasia,51,43.103513201592115
Perceptual Disorders,Aphasia,50,69.30286831070859
Dyslexia,Aphasia,46,123.16373450061569
Chest Pain,Eosinophilic Esophagitis,5,5.497804151782463
Heartburn,Eosinophilic Esophagitis,1,3.176869417086187
Dyspepsia,Eosinophilic Esophagitis,1,2.082052199386629
"Abdomen, Acute","Hernia, Femoral",4,5.750400521918113
Pain,"Hernia, Femoral",4,1.3175468345229604
Diarrhea,"Hernia, Femoral",1,0.9231881310823103
Hematemesis,"Hernia, Femoral",1,2.0858617278032967
Abdominal Pain,"Hernia, Femoral",1,0.8484836781474079
"Pain, Postoperative","Hernia, Femoral",1,1.6778553222664596
Body Weight,"Hernia, Femoral",1,0.34298784714476505
Cough,"Hernia, Femoral",1,1.3147291510963324
Seizures,Alcohol Withdrawal Seizures,8,6.761335404171312
Body Weight,Alcohol Withdrawal Seizures,2,0.6859756942895301
Paralysis,Alcohol Withdrawal Seizures,1,0.4844713774828484
Edema,Alcohol Withdrawal Seizures,1,0.5958780941028821
Confusion,Alcohol Withdrawal Seizures,1,1.5089482112769952
Weight Gain,Alcohol Withdrawal Seizures,1,1.4866897406760522
Coma,Alcohol Withdrawal Seizures,1,1.312084812843242
Diarrhea,"Colitis, Collagenous",22,20.31013888381083
Abdominal Pain,"Colitis, Collagenous",3,2.545451034442224
Muscle Cramp,"Colitis, Collagenous",1,2.2425601797093533
Weight Loss,"Colitis, Collagenous",1,1.0000537113811745
Mental Retardation,Sialorrhea,10,9.054466840727144
Dysarthria,Sialorrhea,7,14.186095825116295
Pain,Sialorrhea,6,1.9763202517844407
Tremor,Sialorrhea,4,6.9574111473130085
Dystonia,Sialorrhea,3,4.608327100569137
Speech Disorders,Sialorrhea,3,3.4587496830720124
Cough,Sialorrhea,3,3.944187453288997
Respiratory Aspiration,Sialorrhea,2,6.660147150618829
Abdominal Pain,Sialorrhea,2,1.6969673562948158
Muscle Spasticity,Sialorrhea,2,3.4545604111879653
Learning Disorders,Sialorrhea,2,3.4706247545824938
Vomiting,Sialorrhea,2,1.687025330850775
Facial Paralysis,Sialorrhea,2,2.714193823260916
Mouth Breathing,Sialorrhea,2,6.458719199415167
Nausea,Sialorrhea,2,2.27750614832828
Hyperemesis Gravidarum,Sialorrhea,2,5.750165476905727
Syncope,LEOPARD Syndrome,1,1.4908914275297522
Deafness,LEOPARD Syndrome,1,1.2285271630622612
Perceptual Disorders,LEOPARD Syndrome,1,1.3860573662141715
Vision Disorders,LEOPARD Syndrome,1,0.6634894318679091
Dyspnea,LEOPARD Syndrome,1,1.005221681539617
"Hearing Loss, Sensorineural",LEOPARD Syndrome,1,1.2148558604642947
Psychomotor Disorders,LEOPARD Syndrome,1,1.3316409916371097
Seizures,"Epilepsy, Post-Traumatic",21,17.748505435949692
Coma,"Epilepsy, Post-Traumatic",11,14.432932941275663
Amnesia,"Epilepsy, Post-Traumatic",11,23.886347562204357
Unconsciousness,"Epilepsy, Post-Traumatic",6,5.567836975233879
Psychomotor Disorders,"Epilepsy, Post-Traumatic",3,3.994922974911328
Consciousness Disorders,"Epilepsy, Post-Traumatic",3,2.6313878286731183
Learning Disorders,"Epilepsy, Post-Traumatic",2,3.4706247545824938
Mental Retardation,"Epilepsy, Post-Traumatic",2,1.810893368145429
Hallucinations,"Epilepsy, Post-Traumatic",2,3.4465763686488904
Sleep Disorders,"Epilepsy, Post-Traumatic",2,2.9859978197386337
Syncope,"Epilepsy, Post-Traumatic",1,1.4908914275297522
Catatonia,"Epilepsy, Post-Traumatic",1,2.701906514481101
Cerebellar Ataxia,"Epilepsy, Post-Traumatic",1,1.7087856229578182
"Aphasia, Broca","Epilepsy, Post-Traumatic",1,3.110911449294389
Psychophysiologic Disorders,"Epilepsy, Post-Traumatic",1,1.482505634153478
Neurologic Manifestations,"Epilepsy, Post-Traumatic",1,0.06994141317533438
Tremor,Mercury Poisoning,31,53.91993639167582
Proteinuria,Mercury Poisoning,21,26.228533244204588
Body Weight,Mercury Poisoning,17,5.830793401461005
Neurologic Manifestations,Mercury Poisoning,15,1.0491211976300157
Vision Disorders,Mercury Poisoning,13,8.625362614282817
Ataxia,Mercury Poisoning,8,9.75727770221552
Memory Disorders,Mercury Poisoning,7,10.275983253647297
Psychomotor Disorders,Mercury Poisoning,7,9.321486941459767
Albuminuria,Mercury Poisoning,7,14.455606656598325
Fatigue,Mercury Poisoning,6,6.828078933128575
Oral Manifestations,Mercury Poisoning,6,11.194657697087449
Dizziness,Mercury Poisoning,5,6.7123571120573935
Seizures,Mercury Poisoning,5,4.225834627607069
Vertigo,Mercury Poisoning,5,7.981259715937893
Psychophysiologic Disorders,Mercury Poisoning,5,7.4125281707673905
Hearing Disorders,Mercury Poisoning,5,3.6750828747829662
Seizures,Conversion Disorder,69,58.31651786097756
Psychophysiologic Disorders,Conversion Disorder,64,94.8803605858226
Paralysis,Conversion Disorder,63,30.52169678141945
Pain,Conversion Disorder,24,7.905281007137762
Aphonia,Conversion Disorder,17,61.69052719409715
Vision Disorders,Conversion Disorder,16,10.615830909886547
Paraplegia,Conversion Disorder,16,20.439668538652263
Psychomotor Disorders,Conversion Disorder,14,18.64297388291953
Hallucinations,Conversion Disorder,14,24.126034580542232
Blindness,Conversion Disorder,13,14.275798615129347
Muscle Weakness,Conversion Disorder,12,11.915892980434347
Respiratory Sounds,Conversion Disorder,11,18.031962610983964
Hemiplegia,Conversion Disorder,11,14.240955991812177
Hypesthesia,Conversion Disorder,10,17.219610441163827
Back Pain,Conversion Disorder,10,11.469285191793814
Syncope,Conversion Disorder,9,13.41802284776777
Mental Retardation,Double Outlet Right Ventricle,1,0.9054466840727144
"Pain, Postoperative",Double Outlet Right Ventricle,1,1.6778553222664596
Heart Murmurs,Double Outlet Right Ventricle,1,2.3634171314371484
Vocal Cord Paralysis,Double Outlet Right Ventricle,1,1.9877795434519607
Dyspnea,Double Outlet Right Ventricle,1,1.005221681539617
Hoarseness,Double Outlet Right Ventricle,1,2.2161269226411977
Paraplegia,"Hematoma, Epidural, Cranial",69,88.14607057293789
Paralysis,"Hematoma, Epidural, Cranial",26,12.596255814554056
Quadriplegia,"Hematoma, Epidural, Cranial",20,27.3827933898728
Hemiplegia,"Hematoma, Epidural, Cranial",17,22.008750169164273
Muscle Weakness,"Hematoma, Epidural, Cranial",17,16.880848388948657
Headache,"Hematoma, Epidural, Cranial",17,15.037592330102141
Paresis,"Hematoma, Epidural, Cranial",16,20.603772541327288
Coma,"Hematoma, Epidural, Cranial",15,19.681272192648628
Unconsciousness,"Hematoma, Epidural, Cranial",12,11.135673950467758
Back Pain,"Hematoma, Epidural, Cranial",12,13.76314223015258
Pain,"Hematoma, Epidural, Cranial",11,3.623253794938141
Neurologic Manifestations,"Hematoma, Epidural, Cranial",10,0.6994141317533438
Neck Pain,"Hematoma, Epidural, Cranial",10,19.587920065787088
Seizures,"Hematoma, Epidural, Cranial",9,7.6065023296927246
Brown-Sequard Syndrome,"Hematoma, Epidural, Cranial",9,31.816521510767288
Consciousness Disorders,"Hematoma, Epidural, Cranial",8,7.01703420979498
Mental Retardation,Nervous System Malformations,29,26.257953838108715
Seizures,Nervous System Malformations,17,14.367837733864036
Language Development Disorders,Nervous System Malformations,14,34.81194064121862
Dyslexia,Nervous System Malformations,11,29.452197380582014
Learning Disorders,Nervous System Malformations,10,17.353123772912472
Ataxia,Nervous System Malformations,9,10.976937414992461
Muscle Weakness,Nervous System Malformations,8,7.943928653622898
Memory Disorders,Nervous System Malformations,8,11.743980861311195
Paresis,Nervous System Malformations,6,7.726414702997732
Auditory Perceptual Disorders,Nervous System Malformations,5,15.716733625237715
Muscle Hypotonia,Nervous System Malformations,5,8.282555673528876
Pseudobulbar Palsy,Nervous System Malformations,4,16.630794680391652
Apraxias,Nervous System Malformations,4,9.53509627402357
Vision Disorders,Nervous System Malformations,4,2.6539577274716364
Speech Disorders,Nervous System Malformations,4,4.611666244096017
Deafness,Nervous System Malformations,4,4.914108652249045
Seizures,Status Epilepticus,322,272.14375001789534
Coma,Status Epilepticus,64,83.9734280219675
Confusion,Status Epilepticus,45,67.90266950746478
Aphasia,Status Epilepticus,40,72.42647258132135
Mental Retardation,Status Epilepticus,28,25.352507154036
Fever,Status Epilepticus,26,16.092378439365717
Memory Disorders,Status Epilepticus,24,35.231942583933595
Sleep Disorders,Status Epilepticus,18,26.873980377647705
Consciousness Disorders,Status Epilepticus,17,14.911197695814336
Hemiplegia,Status Epilepticus,16,20.714117806272252
Myoclonus,Status Epilepticus,12,21.300850433163973
Hallucinations,Status Epilepticus,12,20.67945821189334
Language Disorders,Status Epilepticus,11,11.85510328767786
Anoxia,Status Epilepticus,11,11.021874288782172
Learning Disorders,Status Epilepticus,10,17.353123772912472
Psychophysiologic Disorders,Status Epilepticus,10,14.82505634153478
Headache,Odontogenic Tumors,2,1.7691285094237812
Facial Pain,Odontogenic Tumors,2,3.9446571845924847
Hypesthesia,Odontogenic Tumors,1,1.7219610441163826
Sensation Disorders,Odontogenic Tumors,1,0.3433219042716397
Cachexia,Odontogenic Tumors,1,1.9947240158047723
Blindness,Odontogenic Tumors,1,1.0981383550099495
Deafness,Odontogenic Tumors,1,1.2285271630622612
"Purpura, Thrombocytopenic",Odontogenic Tumors,1,1.4149055205518302
Oral Manifestations,Odontogenic Tumors,1,1.865776282847908
Vision Disorders,Odontogenic Tumors,1,0.6634894318679091
Toothache,Odontogenic Tumors,1,2.7305823144577674
"Hearing Loss, Sensorineural",Odontogenic Tumors,1,1.2148558604642947
Hearing Loss,Odontogenic Tumors,1,0.8035505446228293
Paresthesia,Odontogenic Tumors,1,1.358018146149779
Edema,Odontogenic Tumors,1,0.5958780941028821
"Hearing Loss, High-Frequency",Odontogenic Tumors,1,3.1056063970646965
Fever,Oral Ulcer,9,5.57043869054967
Facial Pain,Oral Ulcer,6,11.833971553777454
Pain,Oral Ulcer,5,1.6469335431537004
Weight Loss,Oral Ulcer,5,5.000268556905873
Angina Pectoris,Oral Ulcer,3,4.358050118072572
Edema,Oral Ulcer,3,1.7876342823086462
Arthralgia,Oral Ulcer,3,4.431900000978638
Hypergammaglobulinemia,Oral Ulcer,3,5.037375491120807
Dyspnea,Oral Ulcer,2,2.010443363079234
Hemoptysis,Oral Ulcer,2,3.394148727073833
Vomiting,Oral Ulcer,2,1.687025330850775
Oral Hemorrhage,Oral Ulcer,2,5.151824577988647
Purpura,Oral Ulcer,1,1.0632186059291338
Diarrhea,Oral Ulcer,1,0.9231881310823103
Dyskinesias,Oral Ulcer,1,0.7479520787085234
Muscle Weakness,Oral Ulcer,1,0.992991081702862
Diarrhea,"Xanthomatosis, Cerebrotendinous",11,10.155069441905416
Mental Retardation,"Xanthomatosis, Cerebrotendinous",7,6.338126788509
Cerebellar Ataxia,"Xanthomatosis, Cerebrotendinous",3,5.126356868873454
Gait Ataxia,"Xanthomatosis, Cerebrotendinous",2,5.604351935289552
Muscle Spasticity,"Xanthomatosis, Cerebrotendinous",2,3.4545604111879653
"Gait Disorders, Neurologic","Xanthomatosis, Cerebrotendinous",2,3.489531039870004
Edema,"Xanthomatosis, Cerebrotendinous",1,0.5958780941028821
"Paraparesis, Spastic","Xanthomatosis, Cerebrotendinous",1,3.1712036795505094
"Reflex, Abnormal","Xanthomatosis, Cerebrotendinous",1,1.4071309430046999
Ataxia,"Xanthomatosis, Cerebrotendinous",1,1.2196597127769402
Dyspnea,"Xanthomatosis, Cerebrotendinous",1,1.005221681539617
Dystonia,"Xanthomatosis, Cerebrotendinous",1,1.5361090335230454
Tremor,"Xanthomatosis, Cerebrotendinous",1,1.7393527868282521
"Reflex, Abnormal",Autonomic Nervous System Diseases,127,178.7056297615969
Syncope,Autonomic Nervous System Diseases,75,111.81685706473142
Dystonia,Autonomic Nervous System Diseases,48,73.7332336091062
Pain,Autonomic Nervous System Diseases,44,14.493015179752565
"Urinary Bladder, Neurogenic",Autonomic Nervous System Diseases,38,78.97377087988694
Quadriplegia,Autonomic Nervous System Diseases,34,46.550748762783776
Sleep Disorders,Autonomic Nervous System Diseases,34,50.761962935556774
Dizziness,Autonomic Nervous System Diseases,29,38.93167124993289
Pupil Disorders,Autonomic Nervous System Diseases,28,48.89145221507296
Sensation Disorders,Autonomic Nervous System Diseases,28,9.61301331960591
Diarrhea,Autonomic Nervous System Diseases,28,25.84926767030469
Obesity,Autonomic Nervous System Diseases,27,22.47894859416304
Constipation,Autonomic Nervous System Diseases,27,43.0357183252171
Seizures,Autonomic Nervous System Diseases,25,21.129173138035352
Horner Syndrome,Autonomic Nervous System Diseases,25,55.24065895095261
Psychophysiologic Disorders,Autonomic Nervous System Diseases,24,35.58013521968348
Obesity,"Lipodystrophy, Familial Partial",1,0.8325536516356681
Weight Gain,"Lipodystrophy, Familial Partial",1,1.4866897406760522
Sleep Disorders,"Lipodystrophy, Familial Partial",1,1.4929989098693168
Hirsutism,"Lipodystrophy, Familial Partial",1,2.483722236526241
Diarrhea,Torovirus Infections,1,0.9231881310823103
"Abdomen, Acute",Torovirus Infections,1,1.4376001304795285
Pain,"Glaucoma, Neovascular",4,1.3175468345229604
Blindness,"Glaucoma, Neovascular",4,4.392553420039799
Vision Disorders,"Glaucoma, Neovascular",3,1.9904682956037272
Eye Hemorrhage,"Glaucoma, Neovascular",2,5.505284065044999
Anoxia,"Glaucoma, Neovascular",2,2.0039771434149403
Muscle Hypotonia,"Glaucoma, Neovascular",1,1.6565111347057753
Pupil Disorders,"Glaucoma, Neovascular",1,1.7461232933954625
Hallucinations,"Glaucoma, Neovascular",1,1.7232881843244452
Headache,"Glaucoma, Neovascular",1,0.8845642547118906
Hemoptysis,Mycetoma,12,20.364892362442998
Paraplegia,Mycetoma,3,3.8324378509972994
Fever,Mycetoma,2,1.2378752645665936
Blindness,Mycetoma,2,2.1962767100198994
Pain,Mycetoma,2,0.6587734172614802
Headache,Mycetoma,2,1.7691285094237812
"Purpura, Thrombotic Thrombocytopenic",Mycetoma,1,2.1840386080896974
Ophthalmoplegia,Mycetoma,1,1.3298472691830825
Vision Disorders,Mycetoma,1,0.6634894318679091
Facial Paralysis,Mycetoma,1,1.357096911630458
Diplopia,Mycetoma,1,1.6441652988834758
Tinea Pedis,Mycetoma,1,3.472156088923187
Cough,Mycetoma,1,1.3147291510963324
"Purpura, Thrombocytopenic, Idiopathic",Mycetoma,1,1.9338944549569816
Edema,Mycetoma,1,0.5958780941028821
Quadriplegia,Mycetoma,1,1.3691396694936402
Pruritus,Hydroa Vacciniforme,1,1.4659421084818036
Purpura,Hydroa Vacciniforme,1,1.0632186059291338
Edema,Hydroa Vacciniforme,1,0.5958780941028821
Virilism,Dysgerminoma,15,33.40583989760083
"Abdomen, Acute",Dysgerminoma,8,11.500801043836226
Nausea,Dysgerminoma,8,9.110024593313119
Vision Disorders,Dysgerminoma,5,3.3174471593395456
Mental Retardation,Dysgerminoma,5,4.527233420363571
Fever,Dysgerminoma,4,2.4757505291331867
Abdominal Pain,Dysgerminoma,4,3.3939347125896315
Vomiting,Dysgerminoma,4,3.37405066170155
Feminization,Dysgerminoma,2,7.5247718669075345
Headache,Dysgerminoma,2,1.7691285094237812
Paraplegia,Dysgerminoma,2,2.554958567331533
Back Pain,Dysgerminoma,2,2.2938570383587638
Edema,Dysgerminoma,2,1.191756188205764
Paralysis,Dysgerminoma,2,0.9689427549656968
Body Weight,Dysgerminoma,2,0.6859756942895301
Muscular Atrophy,Dysgerminoma,2,2.9216435391876563
Hearing Disorders,Hearing Disorders,5873,4316.752344720072
Deafness,Hearing Disorders,371,455.78357749609887
Speech Disorders,Hearing Disorders,203,234.04206188787285
"Hearing Loss, Sensorineural",Hearing Disorders,165,200.4512169766086
"Hearing Loss, Noise-Induced",Hearing Disorders,154,491.8855199144902
Dizziness,Hearing Disorders,134,179.89117060313816
Tinnitus,Hearing Disorders,133,262.5464717987944
Vertigo,Hearing Disorders,119,189.95398123932185
Vision Disorders,Hearing Disorders,110,72.98383750546999
Language Disorders,Hearing Disorders,92,99.15177295148756
Mental Retardation,Hearing Disorders,91,82.395648250617
"Hearing Loss, Conductive",Hearing Disorders,80,181.39361736229984
Language Development Disorders,Hearing Disorders,53,131.78806099889906
Learning Disorders,Hearing Disorders,42,72.88311984623238
Facial Paralysis,Hearing Disorders,39,52.926779553587856
Hearing Loss,Hearing Disorders,37,29.731370151044683
Proteinuria,Renal Insufficiency,110,137.3875550886907
Albuminuria,Renal Insufficiency,61,125.97028657892824
Body Weight,Renal Insufficiency,41,14.062501732935365
Obesity,Renal Insufficiency,22,18.316180335984694
Pain,Renal Insufficiency,14,4.611413920830361
Edema,Renal Insufficiency,12,7.150537129234585
"Angina, Unstable",Renal Insufficiency,10,22.42560179709353
Fever,Renal Insufficiency,10,6.189376322832969
"Cardiac Output, Low",Renal Insufficiency,9,19.285160846000835
"Hearing Loss, Sensorineural",Renal Insufficiency,9,10.933702744178653
Weight Gain,Renal Insufficiency,9,13.380207666084472
Weight Loss,Renal Insufficiency,9,9.00048340243057
"Purpura, Thrombotic Thrombocytopenic",Renal Insufficiency,9,19.65634747280728
Abdominal Pain,Renal Insufficiency,8,6.787869425179262
Acute Coronary Syndrome,Renal Insufficiency,8,20.78368340972868
Birth Weight,Renal Insufficiency,6,8.4427856580282
"Purpura, Thrombocytopenic",Hemorrhagic Disorders,37,52.35150426041771
Oral Hemorrhage,Hemorrhagic Disorders,28,72.12554409184105
Purpura,Hemorrhagic Disorders,23,24.45402793637007
Ecchymosis,Hemorrhagic Disorders,11,25.29979356385867
Edema,Hemorrhagic Disorders,7,4.171146658720175
"Purpura, Thrombocytopenic, Idiopathic",Hemorrhagic Disorders,7,13.537261184698876
"Purpura, Thrombotic Thrombocytopenic",Hemorrhagic Disorders,7,15.288270256627884
Pain,Hemorrhagic Disorders,5,1.6469335431537004
Fever,Hemorrhagic Disorders,4,2.4757505291331867
Psychophysiologic Disorders,Hemorrhagic Disorders,3,4.447516902460435
Skin Manifestations,Hemorrhagic Disorders,3,1.8370716543046728
Mental Retardation,Hemorrhagic Disorders,3,2.7163400522181433
Headache,Hemorrhagic Disorders,3,2.653692764135672
Body Weight,Hemorrhagic Disorders,3,1.028963541434295
Diarrhea,Hemorrhagic Disorders,3,2.769564393246932
"Purpura, Schoenlein-Henoch",Hemorrhagic Disorders,2,3.9964288414890814
Urinary Incontinence,Urination Disorders,405,655.0993833621196
"Urinary Bladder, Neurogenic",Urination Disorders,268,556.9729104160447
"Urinary Incontinence, Stress",Urination Disorders,118,330.65676418208363
Pain,Urination Disorders,61,20.092589226475145
Constipation,Urination Disorders,51,81.28969016985452
